,artist,track,energy,valence
492,Luiz Bonfá,A Brazilian in New York,170.0,250.0
493,Neviss,Epilog,60.0,730.0
494,Various Artists,De Bombacha y Alpargatas,520.0,510.0
495,Charley Patton,Moon Going Down,300.0,460.0
496,The Race,Raising Children,770.0,510.0
497,Yahir,No Seamos Tontos,720.0,350.0
498,Brian Dullaghan,My First Day At School,290.0,650.0
499,The Winans,Everything You Touch Is a Song,410.0,160.0
500,Tom Petty and the Heartbreakers,Mary Jane's Last Dance,660.0,530.0
501,Winston Reedy,Daughter of Zion,460.0,560.0
502,Pablo Montero,Ni Gota De Rencor,380.0,730.0
503,Papa Wemba,Maria Valencia,620.0,960.0
504,John Hammond,Come To Find Out,400.0,330.0
505,Richard Galliano,A French Touch,570.0,670.0
506,Pride Tiger,56 Days,940.0,530.0
507,Ten Years After,Victim of Circumstance,800.0,940.0
508,Sweet,Airheads!,720.0,350.0
509,Helen Love,Bubblegum,510.0,680.0
510,Chimaira,The Flame,970.0,120.0
511,Deborah Allen,I Will Always Love You,140.0,190.0
512,Various Artists,The Tide Is High,320.0,840.0
513,MxPx,Answer In The Question,950.0,550.0
514,C. J. Chenier & the Red Hot Louisiana Band,Banana Man,620.0,760.0
515,Mercedes Castro,El Cara Bonita,590.0,970.0
516,Snow Patrol,Chocolate,810.0,430.0
517,Antonio Bribiesca,Anillo de Compromiso,280.0,450.0
518,King Jammy,For Your Eyes Only,510.0,610.0
519,Trick Trick,Welcome 2 Detroit,780.0,630.0
520,Michael Jackson,History,590.0,460.0
521,FRANCO,Motindo Na Yo Te,850.0,980.0
522,Dora The Explorer,Travel Song (Reprise),880.0,930.0
523,J.J. Cale,Midnight In Memphis,430.0,870.0
524,DJ Spinn,Feelin You,380.0,700.0
525,Various Artists,This Time I Know,640.0,670.0
526,Janet Paschal,God Will Make A Way,260.0,160.0
527,Peggy Zina,O Hiroteros Ehthros Mou,740.0,890.0
528,Various Artists,Spark,700.0,650.0
529,Bad Brains,Destroy Babylon,980.0,160.0
530,Raze,Follow Your Dreams - The Plan Album Version,880.0,940.0
531,The Presets,Yippiyo-Ay,940.0,410.0
532,Steve Wilson,Your God Isn't Listening,400.0,570.0
533,Jennifer Lopez,Talk About Us,540.0,250.0
534,Kris Kristofferson,Road Warrior's Lament - Live,190.0,510.0
535,Alice In Chains,"Brother - Live at the Majestic Theatre, Brooklyn, NY - April 1996",360.0,80.0
536,The Charms,Ascolta mio Dio,850.0,800.0
537,Matisyahu,"Exaltation - Live at Stubb's, Austin, TX - February 2005",620.0,590.0
538,Sapo,El Mes Alt,820.0,620.0
539,Eddie Money,Two Tickets to Paradise,680.0,740.0
540,Various Artists,Shake Some Action,760.0,630.0
541,Sade,Smooth Operator - Single Version,580.0,960.0
542,The Photo Atlas,Red Orange Yellow,850.0,440.0
543,3 Doors Down,Sarah Yellin',870.0,460.0
544,Elliot Goldenthal,Bullet Frenzy II,750.0,280.0
545,Arkona,Zalozniy,800.0,200.0
546,Sly & Robbie,Rastafari Prophecy,660.0,670.0
547,Shaggy,Alimony,900.0,940.0
548,The Rapture,Killing,850.0,290.0
549,Dinosaur Jr.,On the Brink,890.0,610.0
550,Los Van Van,Consuelate Como Yo,760.0,710.0
551,Lara,Damit Du Dich in mich verliebst,590.0,500.0
552,Outerspace,Drive By Music,820.0,580.0
553,Les Sexareenos,Ruby D,980.0,920.0
554,Various Artists,Bounce N Break Yo Back,510.0,930.0
555,Stevie Ray Vaughan,Empty Arms,780.0,670.0
556,The Creation,Hey Joe,610.0,300.0
557,The Balustrade Ensemble,Fall Away into Darkness,250.0,40.0
558,The Box Tops,Neon Rainbow - Remastered,340.0,440.0
559,Terry Callier,Blues,630.0,860.0
560,Astarte,Risen from Within,670.0,260.0
561,Eläkeläiset,Sorvarin humppa,940.0,800.0
562,Prisma,winning friends,790.0,330.0
563,Darwin Hobbs,You Are God - Broken Album Version,380.0,240.0
564,Tommy James & The Shondells,Crimson and Clover - Single Version,590.0,650.0
565,Various Artists,San Xuan,920.0,570.0
566,John Mayall & The Bluesbreakers,A Hard Road,340.0,720.0
567,The Checkers,Oh Oh Oh Baby,460.0,770.0
568,Bally Sagoo,Mele Wich Ayee - Shaan Remix,570.0,680.0
569,Champion Jack Dupree,Christina Christina Blues,140.0,210.0
570,Z.Z. Hill,Faithful and True - Collectors Version,600.0,680.0
571,Bénabar,Le zoo de Vincennes,460.0,450.0
572,John Michael Talbot,Pass Through My Will,240.0,220.0
573,Skeletonwitch,Sacrifice for the Slaughtergod,970.0,450.0
574,Charlie Cruz,Si No Te Hubieras Ido,950.0,830.0
575,True Believers,I Worship You,440.0,240.0
576,Slightly Stoopid,Jimi Baby - Live,600.0,350.0
577,Maximilian Hecker,Full Of Voices,800.0,390.0
578,Whitesnake,Fool for Your Loving - 2009 Remaster,940.0,540.0
579,Semisonic,If I Run,800.0,530.0
580,Novaspace,Guardian Angel (Album Version),550.0,380.0
581,Tom Barabas,Melodioso,300.0,160.0
582,Finntroll,Hel Vete - Single Version,980.0,360.0
583,Carlos Ponce,Escuchame,890.0,680.0
584,Colin James,Sending A Message,760.0,600.0
585,Marlene Dietrich,Auf der Mundharmonika,200.0,380.0
586,Ziggy Marley & The Melody Makers,6 6 6,370.0,820.0
587,Furry Lewis,Judge Boushay Blues,30.0,260.0
588,Cancer Bats,Sabotage,960.0,400.0
589,Roy Rogers,My Heart Went That That-A-Way,240.0,760.0
590,Alexandre Desplat,The Epi-Pen,240.0,30.0
591,Various Artists,Baat Ban Jaye - Qurbani / Soundtrack Version,620.0,980.0
592,Uman,People of Cloud Nine,410.0,100.0
593,Lara & Reyes,Away In A Manger,230.0,450.0
594,George Lopez,Mas P'**,980.0,60.0
595,Shakira,Loba,710.0,780.0
596,DJ Quik,Pacific Coast Remix,640.0,520.0
597,Sophie Tucker,Complainin': it's Human Nature to Complain,260.0,600.0
598,Pyranja,Nordcore,740.0,600.0
599,Agency 1.9.9.4,The Prayer - Feat. T.O. & Timberly K. Simmons,920.0,520.0
600,Blackalicious,Rock the Spot,700.0,810.0
601,Naughty By Nature,Swing Swang,740.0,940.0
602,Far Too Jones,Use Me - '97 Remix,820.0,780.0
603,Jenney,Gib deinem Herzen ein Zeichen - Radio Mix,760.0,340.0
604,Los Gaiteros de San Jacinto,El Corcovado (The Wood-Quail),300.0,770.0
605,Mighty Diamonds,In De Dance Again,930.0,970.0
606,Pablo Montero,Aquel Mundo De Amor,350.0,660.0
607,Atomic Rooster,Living Underground,700.0,490.0
608,Lincoln Center Jazz Orchestra,Chinoiserie (with Wynton Marsalis) - Live,810.0,520.0
609,Simple Minds,Careful In Career - Remastered 2002,910.0,340.0
610,Dokken,Disease,980.0,170.0
611,Various Artists,Roll Back The Rug,660.0,290.0
612,Top Of The Poppers,Money Money Money,490.0,690.0
613,Various Artists,Jealousy,440.0,480.0
614,Guns N' Roses,Mama Kin - Live Version (Explicit),890.0,730.0
615,Skrape,Searching For Home,400.0,130.0
616,Pee Wee King,Where Were You Last Night,50.0,650.0
617,Silverchair,Cicada - Remastered,900.0,360.0
618,Metallica,The End Of The Line,980.0,200.0
619,Rancid,LA River - Acoustic,960.0,710.0
620,Primordial,Empire Falls,840.0,40.0
621,Various Artists,Right to Work (Live),930.0,380.0
622,Sizzla,Princess Black,790.0,840.0
623,Casiotone For The Painfully Alone,Rice Dream Girl,820.0,300.0
624,Rainer Bielfeldt,No more going home,470.0,290.0
625,Ann Hampton Callaway,Time After Time,100.0,240.0
626,Mando Diao,Misty Mountains,910.0,690.0
627,Donnie McClurkin,All I Ever Really Wanted,510.0,510.0
628,Newfound Road,Brand New Broken Heart,840.0,860.0
629,Vilma Palma e Vampiros,Te quiero tanto,770.0,770.0
630,Ray Conniff,Yesterday's,330.0,440.0
631,Nelson Ned,Mi Sangre Latino,530.0,600.0
632,Madilu System,Vincent,820.0,900.0
633,Set Your Goals,the fallen...,1000.0,230.0
634,The High Strung,The Lifestyle That Got Away,950.0,660.0
635,Lost Boyz,Get Your Hustle On,570.0,630.0
636,Nic Endo,Future Prospects,510.0,0.0
637,Kim Wilson,Love Attack,700.0,810.0
638,Suicidal Tendencies,Human Guinea Pig,930.0,350.0
639,Bill & Gloria Gaither,Awesome God,410.0,380.0
640,Various Artists,Loud And Clear,870.0,660.0
641,Pepper,Freeze,600.0,680.0
642,Peggy Zina,Alli Mia Fora,890.0,870.0
643,Eric Champion,Dress Me Up,920.0,690.0
644,Zeltinger Band,Wo bleibt die Mark?,820.0,650.0
645,Bebe Winans,Love Thing,590.0,450.0
646,Colombiafrica The Mystic Orchestra,Sambangole/Tres Golpes Na' Mas,740.0,590.0
647,The Kitchen,Who Are You?,950.0,550.0
648,Statues,There Are Things I Think You Should Know,870.0,490.0
649,Jonny Lang,The One I Got,820.0,660.0
650,Cam’ron,Shake,790.0,370.0
651,Novembre,Triesteitaliana,710.0,170.0
652,X-Raided,Thug Queen,480.0,470.0
653,Various Artists,Give Your Love to Me,530.0,560.0
654,Donna The Buffalo,Tides Of Time,920.0,790.0
655,Tesla,So What!,920.0,600.0
656,Äi-Tiem,Kleina Wixa,690.0,680.0
657,Mikey Dread,Two Track Dub - Dub / Instrumental Reggae Music,500.0,710.0
658,Alberto Cortez,Distancia,560.0,570.0
659,Conjunto Mar Azul,Papel Quemado,930.0,960.0
660,Death From Above 1979,Romantic Rights,960.0,460.0
661,Foo Fighters,If Ever,220.0,100.0
662,Eyehategod,Left to Starve - remastered 2007,580.0,140.0
663,Mal De Ojo,Lekeitio,770.0,800.0
664,Edmundo Ros,The Wedding Samba,590.0,960.0
665,The Antlers,Stairs to the Attic,570.0,130.0
666,Jimmy Riley,The Love We Had Version,400.0,830.0
667,John Brown,Uncle Interlude,880.0,120.0
668,Jason Mraz,The Dynamo of Volition - From an All Night Session,340.0,470.0
669,Pyrolator,Gold und Silber,660.0,460.0
670,James Scott Skinner,Triumph / Timour The Tartar / The Left Handed Fiddler / Speed The Plough / De'il Among The Tailors,510.0,970.0
671,Abraham Laboriel,Guidum,400.0,320.0
672,Willie Williams,All Kind Of People,580.0,960.0
673,Ini Kamoze,Hole in the Pumpkin,440.0,850.0
674,Out Of The Grey,The One I've Been Waiting For - Diamond Days Album Version,630.0,320.0
675,Dino Fontana,Shorty Untitled,560.0,900.0
676,Arkells,The Ambush,840.0,450.0
677,X-Ecutioners,Play That Beat - Lo-Fidelity All Stars Remix,850.0,790.0
678,Juice Leskinen,Maalaispoika/Marilyn/Do You Wanna Dance,800.0,800.0
679,Pumpkin Buzzard,Bladecrash Electrocution,940.0,170.0
680,Kanye West,Through The Wire,740.0,660.0
681,Paul Brown,Old Friends,450.0,610.0
682,Lloyd Banks,South Side Story,720.0,220.0
683,Mighty Diamonds,Drifting Away,840.0,840.0
684,Terror Fabulous,Position,520.0,660.0
685,Modeselektor,Tetrispack,780.0,650.0
686,Charlie Rich,Nice 'N' Easy,350.0,830.0
687,Shawn Colvin,Sunny Came Home,580.0,400.0
688,Less Than Jake,Short on Ideas/One Last Cigarette,970.0,580.0
689,Pedro Aznar,Stand,820.0,880.0
690,Bill Douglas,Caroline,100.0,350.0
691,Marty Robbins,"Have Thine Own Way, Lord",120.0,310.0
692,Cables and Friends,The Door,550.0,910.0
693,Sugar Minott,Now We Know,670.0,900.0
694,Nirvana,Heart-Shaped Box,680.0,320.0
695,Unison,Girls Make My Hair Loose,450.0,840.0
696,fIREHOSE,Tien An Man Dream Again,900.0,890.0
697,Alternative TV,Nasty Little Lonely,300.0,100.0
698,Al Kooper,(Please) Tell Me Partner - Live,530.0,300.0
699,The Black Crowes,Nonfiction,490.0,520.0
700,G-Unit,Money Make The World Go Around,730.0,360.0
701,Mat Kearney,Never Be Ready,670.0,390.0
702,Julie Roberts,Unlove Me,380.0,560.0
703,The Presets,If I Know You,640.0,340.0
704,Lily Holbrook,Smoke Screen,440.0,130.0
705,Georges Delerue,"Ouverture - ""Le mépris"" Original Soundtrack Theme",210.0,60.0
706,Irma Thomas,River Is Waiting,590.0,750.0
707,T.G. Sheppard,Only One You,620.0,970.0
708,The Cardigans,Iron Man,380.0,630.0
709,Clifton Chenier,Johnny Can't Dance,600.0,920.0
710,B.B. King,Please Remember Me,430.0,340.0
711,The Forms,Innizar,580.0,280.0
712,Various Artists,Bass Pro Shop & Wal-Mart - Remastered,720.0,400.0
713,Various Artists,Penny in My Pocket,730.0,820.0
714,Arc Angels,Sweet Nadine,720.0,730.0
715,"Myrick ""Freeze"" Guillory",Queen Ida Introduction,380.0,140.0
716,"Sugarhill Gang, Grandmaster Flash & The Furious Five",Round Two Wrap-Up,520.0,610.0
717,Silverchair,Suicidal Dream - Remastered,710.0,390.0
718,U2,New York,590.0,590.0
719,Sweet,Do It All Over Again,720.0,540.0
720,Hot Tuna,Extrication Love Song,840.0,700.0
721,Mil,Dis moi,910.0,760.0
722,The Twinkle Brothers,Under World Dub,560.0,800.0
723,Tum Tum,Lil Stuntin,480.0,770.0
724,Soda Stereo,Persiana Americana (Live),940.0,180.0
725,Die Bandbreite,Recht Auf Lungenkrebs,520.0,920.0
726,Pardesi,Pardesi Pind Wich Ageya,740.0,960.0
727,Marco Beltrami,Past Meets Present,130.0,30.0
728,Galactic,Squarebiz,730.0,860.0
729,Soul Embraced,Someday - Immune Album Version,780.0,340.0
730,Tiny Tim,You Called It Madness (But I Call It Love) - Live at Royal Albert Hall,370.0,220.0
731,At All Cost,Drugs,850.0,70.0
732,The Shamen,Scientas,460.0,60.0
733,William Coulter,The Painter And The Magician,240.0,120.0
734,Various Artists,Spanish Harlem,100.0,390.0
735,Barrabas,Broadway Star,750.0,910.0
736,Birmingham Jubilee Singers,Hope I'll Join That Band,260.0,390.0
737,Various Artists,"Sicilienne From 'Pelléas et Mélisande', op. 80",90.0,530.0
738,Avril Lavigne,Innocence,710.0,340.0
739,Mickey & The Students,Gimme Gimme Song,700.0,570.0
740,Bumblefoot,Abnormal (Acoustic),390.0,410.0
741,Hem,Redwing,460.0,440.0
742,Lara,Nur eine Nacht mit Dir,780.0,610.0
743,Various Artists,Worrying Over You,430.0,900.0
744,The Moody Blues,Long Summer Days,620.0,680.0
745,Frankie Randall,Winter Wonderland,110.0,340.0
746,Arturo Sandoval,Luna De Miel En Guama - Instrumental,760.0,690.0
747,Tommy Overstreet,The Heart Of Dixie,540.0,370.0
748,Coven,Coven in Charing Cross,280.0,340.0
749,Professor Longhair,Junco Partner,490.0,920.0
750,Stelios Dionisiou,To Sinnefo,580.0,400.0
751,J.C. Lodge,You Are the One,390.0,800.0
752,Hubert Kah,Raketen,860.0,460.0
753,Snow Patrol,Shut Your Eyes,740.0,840.0
754,-M-,Close to Me,830.0,940.0
755,Piero Umiliani,Apertura In Jazz,170.0,130.0
756,Tabu Ley Rochereau,Maputo,790.0,940.0
757,Dead Prez,Be Healthy,480.0,670.0
758,Sérgio Mendes,Mas Que Nada,920.0,870.0
759,El Gran Silencio,Alma De B-Boy,790.0,710.0
760,Black Flag,Jealous Again,920.0,470.0
761,Les Bantous De La Capitale,À mon avis,850.0,770.0
762,Moss,There Alone Go I,250.0,140.0
763,Blind Boy Fuller,Put You Back In The Jail,300.0,790.0
764,Sunscreem,Secrets,710.0,650.0
765,Muse,Stockholm Syndrome,980.0,90.0
766,Jeremy Spencer,Maria De Santiago,460.0,390.0
767,Bob Margolin,No Consolation,150.0,500.0
768,The Gone Jackals,Faith Healer - Digital Single,750.0,390.0
769,The Velvet Underground,I Heard Her Call My Name,970.0,450.0
770,The Kingston Trio,Scotch And Soda,40.0,320.0
771,Pamelo Mounk'a,On ne meurt qu'une fois,730.0,710.0
772,Various Artists,All My Loving,880.0,840.0
773,Various Artists,The Loco-Motion - Single Version,890.0,890.0
774,Simple Minds,Chelsea Girl - Live 5x5 2012 Tour,810.0,570.0
775,The Killers,Show You How,570.0,450.0
776,New Order,Jetstream - Arthur Baker Remix,700.0,530.0
777,Furry Lewis,Old Hobo,350.0,350.0
778,Porcupine Tree,Moon Loop (Improvisation),290.0,190.0
779,DeGarmo & Key,He Has Risen - Communication Album Version,580.0,790.0
780,Frank Chacksfield,Heidi,290.0,890.0
781,Klaus Badelt,After The Fire,0.0,190.0
782,Charlotte Gainsbourg,Tel que tu es,350.0,410.0
783,Aerosmith,Lord of the Thighs,630.0,760.0
784,Agnès,Non Conformist Acclaimed - Original Mix,800.0,540.0
785,The Party Group,El Ventilador,470.0,960.0
786,Enter The Haggis,Skyswimmer,510.0,250.0
787,Mac McAnally,If You Hang Around Long Enough,760.0,830.0
788,T.O.K,Hotta,720.0,530.0
789,Leo Gandelman,Bari Bossa,480.0,510.0
790,Leon Russell,Jambalaya (On The Bayou),520.0,960.0
791,Bill Laswell,The Gary Selchie - Solas,200.0,30.0
792,Francis Lai,La valse du mariage,450.0,430.0
793,Del The Funky Homosapien,Mistadobalina - Remastered Version,800.0,630.0
794,Rihanna,Good Girl Gone Bad,550.0,590.0
795,Britney Spears,Boys (feat. Pharrell Williams) - Co-Ed Remix,790.0,900.0
796,Britney Spears,Everytime,280.0,110.0
797,Rise Against,State Of The Union,970.0,370.0
798,Helmet,Your Head,800.0,250.0
799,DJ Nasty,Buy You A Drink,990.0,980.0
800,Various Artists,With A Little Help From My Friends,620.0,320.0
801,Ray Sandoval,A La Naturaleza,410.0,180.0
802,Shaman,For Tomorrow - Live,960.0,110.0
803,K-OS,Clap Ur Handz,830.0,590.0
804,Elva Hsiao,Gotta Let It Go,710.0,880.0
805,Various Artists,"Paint It, Black - Extract (2017 Remaster)",590.0,530.0
806,Delbert McClinton,Lose Your Money,800.0,970.0
807,Rhian Benson,Say How I Feel,390.0,590.0
808,The Impressions,This Is My Country,580.0,750.0
809,Tommy Torres,Imparable (duet with Jesse & Joy),680.0,420.0
810,Les Malpolis,Les Amours De Nathalie,370.0,560.0
811,Tammy Wynette,Welcome To My World,740.0,960.0
812,Los Chunguitos,Por la Calle Abajo,810.0,880.0
813,OutKast,Happy Valentine's Day,910.0,720.0
814,Andy Griffith,Just A Closer Walk With Thee,280.0,680.0
815,Joe Lynn Turner,Second Hand Life,830.0,180.0
816,Warrant,Cherry Pie,950.0,490.0
817,IYOV,Hipster Haircut,940.0,190.0
818,Otis Taylor,Round and Round,790.0,970.0
819,The Righteous Brothers,See That Girl,230.0,100.0
820,The Clancy Brothers,Water Is Alright In Tay,410.0,940.0
821,Michael Whalen,A New Heart,300.0,30.0
822,Tonic,Where Do I Fit,690.0,380.0
823,The Grip Weeds,Changed,820.0,440.0
824,Andy & Lucas,Amores Cobardes,750.0,780.0
825,John D. Loudermilk,Brown Girl,310.0,480.0
826,Pablo Montero,La Copa Grande,370.0,510.0
827,Kenny Rogers,The Son Of Hickory Holler's Tramp,440.0,940.0
828,Dave Hollister,Bad When U Broke,430.0,650.0
829,Matt Dusk,My Funny Valentine,120.0,70.0
830,Gaiteros de Pillopo,El Barbero,960.0,940.0
831,Paul Taylor,Long Distance Relationship,490.0,340.0
832,Lee Ritenour,Captain Fingers,500.0,890.0
833,Andreas Dorau,So ist das nun mal,930.0,930.0
834,Bukue One,Ready Now,580.0,850.0
835,Various Artists,Voodoo Chile,620.0,540.0
836,Serpentine,Rainbow Ride,500.0,190.0
837,Baroness,Grad,450.0,100.0
838,Slim Whitman,As You Take A Walk Through My Mind,200.0,320.0
839,Justin Lo,Wa-Ka-Bam!! - Intro,740.0,490.0
840,Ini Kamoze,Goodness and Mercy (feat. Sizzla Kalonji),550.0,780.0
841,Martha Wainwright,Comin' Tonight,750.0,700.0
842,Stevie Ray Vaughan,Chitlins Con Carne,400.0,570.0
843,Mance Lipscomb,Motherless Children - Take 2; Remastered Version,140.0,410.0
844,Boondox,Nothing to Lose,950.0,520.0
845,Maurane,Juste Une Petite Fille,180.0,160.0
846,The Beatnuts,Look Around featuring dead prez and Cheryl Pepsi Riley,690.0,450.0
847,Aerosmith,Angel,820.0,410.0
848,René Touzet,Mi Son Maracaibo,550.0,830.0
849,Jazz Gillum,Little Woman,310.0,730.0
850,Sonny Terry and Brownie McGhee,My Bulldog Blues,180.0,600.0
851,Frankie Randall,Rudolph The Red Nosed Reindeer,200.0,440.0
852,The Pineapple Thief,Snowdrops,420.0,80.0
853,Buddy Jewell,Sweet Southern Comfort,610.0,370.0
854,Flor Silvestre,Luna De Octubre,230.0,680.0
855,Capleton,Say Yeah,900.0,890.0
856,Demonbreed,Hell Will Reign,930.0,220.0
857,Joe Heaney,The Ferocious O' Flahertys,250.0,430.0
858,Cerati-Melero,Marea De Venus,800.0,660.0
859,Remmy Ongala,I Want to Go Home,540.0,860.0
860,The Last,Century City Rag,880.0,690.0
861,Jimmy Riley,Life,440.0,660.0
862,House Of Lords,Rock Bottom,960.0,400.0
863,Helen O'Connell,The Sweetest Sounds,260.0,550.0
864,Chaotica,Turbocharger,760.0,410.0
865,DCS,Tu Hi Tu Sada,770.0,370.0
866,Various Artists,Someone To Hold,460.0,700.0
867,FFH,Great Big Problem,760.0,500.0
868,Bill & Gloria Gaither,He Will Lead His Children Home - Homecoming Hymns Album Version,660.0,710.0
869,Willie Clancy,Air: My Lagan Love,220.0,240.0
870,NOFX,My Heart Is Yearning,500.0,910.0
871,Sick Puppies,Master Of The Universe,890.0,310.0
872,Andreas Dorau,Das Telefon sagt du,930.0,260.0
873,Gabinete Caligari,Viaje al Averno,710.0,830.0
874,James Newton Howard,The Burp Heard 'Round The World,510.0,50.0
875,Ray Charles,You Won't Let Me Go,190.0,360.0
876,Geggy Tah,Gina,230.0,200.0
877,Los Fabulosos Cadillacs,El Mensaje Soy Yo - Remasterizado 2008,770.0,930.0
878,Loretta Lynn,I Can't Feel You Anymore,390.0,470.0
879,Unearth,Fuel the Fire,920.0,290.0
880,Bob Marley & The Wailers,Memphis,200.0,840.0
881,The In Crowd,Baby My Love,720.0,930.0
882,The Fray,Vienna,480.0,140.0
883,Skeeter Davis,He Says the Same Things to Me,290.0,210.0
884,Tito Puente & His Orchestra,Mambo Suavecito,560.0,960.0
885,Memphis La Blusera,Hoy Es Hoy,740.0,700.0
886,Crazy Horse,E se tu lontana sei,560.0,450.0
887,Skeeter Davis,Foggy Mountain Top,450.0,890.0
888,One Block Radius,All On Our Own,800.0,830.0
889,Anat Ben David,Moon Boom,330.0,560.0
890,Butthole Surfers,All Day,970.0,230.0
891,Pepper,Stormtrooper (Live),820.0,810.0
892,The Rolling Stones,Time Is On My Side - Mono Version,640.0,420.0
893,Bob Carlisle,Man Of No Reputation,400.0,360.0
894,Rikk Agnew,Everyday,790.0,670.0
895,Eminem,Ricky Ticky Toc,610.0,510.0
896,Malkit Singh,Mana Laina Chahida,540.0,950.0
897,Barry Manilow,Come Monday,840.0,690.0
898,Carlos Baute,Angelito - Directo 09,960.0,580.0
899,Marga Gomez,Hot Dental Supplies,520.0,660.0
900,Dexys Midnight Runners,Until I Believe In My Soul - Live,500.0,350.0
901,Jean-Jacques Goldman,Quand la musique est bonne,420.0,820.0
902,T La Rock,Back to Burn,860.0,700.0
903,kent,Ingenting,820.0,460.0
904,Asterisk*,Iron-Head: Palestine,980.0,40.0
905,Jimi Hendrix,Voodoo Chile Blues,590.0,410.0
906,Tommy Castro,Sho' Enough,780.0,970.0
907,Panzer AG,When I Am You,950.0,330.0
908,Suicide,Do It Nice,800.0,60.0
909,William Orbit,The Monkey King,30.0,30.0
910,Jack Johnson,You And Your Heart,570.0,860.0
911,Lee Ritenour,Can You Feel It?,560.0,640.0
912,Max Melvin,Someday,650.0,410.0
913,Antalgic,Floripa,620.0,70.0
914,La Portuaria,Hasta El Final,490.0,510.0
915,Rainer Bielfeldt,Gewisse Leute,200.0,130.0
916,Various Artists,Guitar Rag,120.0,410.0
